episode,total_demand,served,charged,rejection,total_rewards,total_revenues,total_subsidies,total_envies,max_wait,mean_wait,std_wait,max_detour,mean_detour,std_detour,max_subsidy,mean_subsidy,std_subsidy,max_envy,mean_envy,std_envy,max_queue,mean_queue,std_queue,avg_station_serve,std_station_serve,avg_station_charge,std_station_charge,avg_cls_envy,std_cls_envy,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14,cluster_15,cluster_16,cluster_17,cluster_18,cluster_19,cluster_20,cluster_21,cluster_22,cluster_23,cluster_24,cluster_25,cluster_26,cluster_27,cluster_28,cluster_29,cluster_30,cluster_31,cluster_32,cluster_33,cluster_34,cluster_35,cluster_36,cluster_37,cluster_38,cluster_39,cluster_40,cluster_41,cluster_42,cluster_43,cluster_44,cluster_45,cluster_46,cluster_47,cluster_48,run_time,loss
0,1803,1702,1415,0.05601774819744865,46685.85287966587,103084.37062500003,1676.103064169181,3850.3138702764795,15.0,5.13649415746181,2.2633466748633513,4.985056544184042,1.8310045895926277,1.7171380279025115,36.6,0.9296190039762512,4.731210359134084,36.6,2.13550408778507,5.613096855548408,9,5.317708333333333,1.543838208793446,44.78947368421053,18.300356474435485,37.23684210526316,18.19981811726109,1.5178853917302413,2.344510874855367,0.0,0.0,0.0,0.1791692239924591,0.16731492631463823,0.0,0,0.04871334983333338,2.031320941269841,0.0,0.2839651221572144,2.04,0.0,0.0,0.8424967263860789,0.8211182573744882,1.3457923413917434,0.0,0.0,12.559317642592319,5.124619618189701,1.0006055908429323,3.2351313101684416,1.2509666410125226,0.0,0.0,2.2303112418219673,0.43699877441389545,0.9434339814376945,2.523811766874924,0.8006246561275149,0.21840482787661664,0.6,0.2817734532628824,1.4515003048469295,0.7372049496919937,1.1496974943728115,4.147677847733067,0.0,1.5430549828542213,6.0225786993623975,7.1153962568088,2.2577789047719907,0.8134468215452677,1.3803576871614582,5.671799852291666,3.1199999999999997,0.0,0.0,1.8925679316666597,0
1,1885,1794,1504,0.0482758620689655,48434.17233810671,106863.43124999997,722.4164687128708,3265.847520687691,14.96715755,5.194802572640282,2.2882196777942476,4.999597436547318,1.8609471756740712,1.6932839710367726,36.232272872499806,0.3832448109882603,2.5516115799917443,36.6,1.7325451038130992,3.8192685288829566,9,5.265625,1.398386579612972,47.21052631578947,17.678648874808875,39.578947368421055,17.852659508419066,0.9063028017521791,0.9795518997951236,0.0,0,0.0,0.0,0.0,0.0,0,0.29019234007575756,0.0,0.19167075883786902,0.13428979026682544,3.136163207718369,0.0,0.19074723062478469,0.39862512107931747,0.6360466485940424,1.6577934112730877,0.02148952905111301,0.0,0.6322933137913476,2.1337923831372545,1.3448265064660496,3.2404923578653064,1.951042224817009,0.0,0.0,1.356906208281676,1.326705024967398,1.9020946278922566,2.303384830641221,1.5020779454046571,0.4392704961838259,0.2960199102026675,0.4461594583821762,1.1667827986401167,1.0727060359666465,1.2706015174981693,1.3479086672738296,0.0,2.6656958239779907,2.913725954682097,1.9800069163504608,2.1072603111205246,2.021226755116523,1.8767788701123085,0.20490396366666666,0.24915634589743588,0.0,0.0,2.064290293333276,0
2,1858,1776,1486,0.04413347685683533,48800.5553104212,107439.99375000005,1155.8579646453013,3607.56385312717,15.0,5.160248126557808,2.2935191135454565,4.999110429542157,1.8792624963008193,1.7209004360518683,36.6,0.6220979357617337,3.700030475899658,36.6,1.9416382417261422,4.602048219706226,10,5.234375,1.5317016765812024,46.73684210526316,17.830612662565404,39.10526315789474,17.872044435351235,0.9999675141436069,1.3839260723037596,0.0,0,0.0,0.3857038395636474,0.0,0.0,0,0.0,0.20223248048611106,0.0,0.7240889112607826,0.0,0,0.5605452652554013,0.4095891843898598,0.9813735402219945,1.4074256425771439,0.0,0.0,1.1653743949891389,0.5325776987632264,2.5700398713185355,3.5242743126428127,1.8049829454085689,0.0,0.0,1.7501550450779615,0.6260855970158788,2.1086837763724935,2.3518581920842356,1.7343336866130281,0.452985265931259,0.6799999999999999,0.1524050469644419,1.9676837351671645,1.0945250456087063,1.1298928639848282,1.918195965383509,0.0,1.6967817819946278,4.951534803225479,0.998952652926549,2.2577789047719907,1.1542106912844903,0.45205483758620685,7.252082214166667,0.0,0.0,0.0,2.4888412983331363,0
3,1852,1781,1501,0.03833693304535635,48337.38406285328,106207.35937500001,1266.7041832706404,3650.7750797867157,14.998824733333333,5.0699719973610335,2.1296093654102406,4.9993457903105405,1.8097314656450378,1.6988739306007932,36.6,0.683965541722808,4.054665471231883,36.6,1.9712608422174485,4.9503259014372665,9,5.041666666666667,1.6034901170744882,46.86842105263158,16.764892911946397,39.5,16.75009819295649,1.0539657508019318,1.3373847585136236,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.3246116782291666,0.0,0.7249649635383908,0.5666666666666664,0.0,0.5178229254166667,0.5212258251463504,0.6309016444983067,0.8260734814905121,0.0,0.0,0.0,0.30779602252266175,2.9709579611250048,3.3006669580438994,2.591256830009709,0.0,1.0760284541842178,4.007304859542122,0.27046787586370563,0.9087900261909386,1.879809905014939,1.473227381600755,0.6112066611533696,1.033450599921432,0.3993650074322425,1.1933121148953463,0.2827171999317771,2.535782355820775,3.7557073914115255,0,2.185372669046709,4.617200345194045,5.230601441373227,1.8009102333974754,0.5313300795198435,1.6838400463666667,0.39012081595833337,0.49483136878787887,0.0,0,2.5932181083325605,0
4,1783,1720,1449,0.03533370723499718,46653.753897318595,102939.72374999996,1021.2563410903477,3384.3238336382115,15.0,5.138397733594961,2.296346261619555,4.996439962621611,1.9034228318406878,1.7083825699735562,36.6,0.572774167745568,3.700318682485858,36.6,1.8981064686697753,4.807206394651043,9,5.104166666666667,1.3227115982791646,45.26315789473684,16.447178946277038,38.13157894736842,16.495886333506842,1.120241814560144,1.5075866469401613,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0278825891309595,0.04056246238281794,0.24853382864583332,3.17046602006067,0.0,0.638201506288904,0.8299295171173047,0.828708931886692,0.945844088633093,0.0,0.0,7.507962766057532,0.125925925925926,1.2024460768723133,3.449077681917168,1.9911391133388952,0.5407661544233923,0.0,2.9556914164151773,0.4839569381276824,1.3884173661665158,1.761348929599716,1.0109967029190063,0.4868381938300327,0.09744739993350775,1.3176040988586142,1.811871541529932,0.8588162636057655,0.8076801193023123,4.75945700407413,0,1.9226748142005798,4.226325000901684,1.0872235497059344,2.2235370037963538,2.2379373456832234,0.0,0.07868967955128212,2.8278888825641024,0.0,0.0,2.1439273399999363,0
5,1817,1724,1449,0.05118326912493121,47343.64109736882,102984.691875,763.2563643396296,2956.0564247956536,15.0,5.138498935711524,2.2623478863647795,4.9955850613317905,1.8364839692254977,1.7078387071209367,36.6,0.4200640420141055,2.985302966140667,36.6,1.6268885111698694,4.2217996458467635,10,5.135416666666667,1.6527741304815033,45.36842105263158,18.248894779268685,38.13157894736842,18.05571939220598,1.0155077279059435,1.3991701219579626,0.0,0.0,0.0,0.0,0.18664368563188097,0.0,0.0,0.3893235512962962,0.6,0.0,0.6327961112077863,0.6736568842483651,0.0,0.03869659785580293,0.511801730212017,0.6047906730919311,0.8626931060477203,0.21910672892274033,0.0,5.653020544829799,1.8009365895744063,1.4477384305151102,3.1846103268206454,1.6172518288058488,0.4677039030278844,0.0,1.6587766555729422,0.2989350261905216,1.0647434481914106,2.018057436624497,1.5677798211860081,0.35601244900901274,0.0,0.49962060399478675,2.0401230910587405,0.993180051084818,2.1932734282442086,1.2179723494226633,0,1.7055449505148668,1.6114600392128167,0.1309001165039653,0.9441820875595238,1.7023301508453714,3.6546778085483873,0.26153846153846155,6.95,0.0,0,1.6789467233330166,0
6,1796,1724,1431,0.04008908685968815,46823.29304151485,105569.78625,936.9578125313495,3155.2622334196803,15.0,5.105878629485693,2.218190984539363,4.9957563322754766,1.9254605014927515,1.7501521710307704,35.33270238833333,0.521691432367121,3.262178965402885,36.6,1.7568275241757685,4.242569363028849,10,5.1875,1.5533062855298907,45.36842105263158,18.16940901137719,37.6578947368421,18.37801363155309,0.9852147280945478,1.0899657869961554,0.5666666666666667,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.3295884292838453,0.0,0.0,0.5825833810903597,2.098577737288742,1.2387573959634892,0.01756637438622607,0.0,3.3509146759910977,1.7768191456403901,1.2556630937850948,3.098735073695373,2.2879300659489847,0.0,0,1.27246652659794,0.8169325663082099,1.4279891609164594,2.3037837189194437,0.949829925234651,0.6643278289566409,0.0,0.0,2.086269235626356,0.6123796014636235,1.1601522289410524,1.9832113705343308,0.0,2.389785920672716,2.635217960084129,4.006561044193529,2.4248392937469143,2.297310093542321,1.3364994985617784,0.4484593153504137,2.2955196318253965,0.22788543774999986,0.3322992776666667,2.809094561665552,0
7,1835,1789,1499,0.02506811989100821,48732.45968791092,108838.03312500002,1090.5517553494894,3135.9945968670727,15.0,5.252380866564188,2.383931310212962,4.9944444159343115,1.919601227711445,1.6826329001459521,36.6,0.5943061337054438,3.1384411980813254,36.6,1.708988881126469,3.794861586665148,8,4.890625,1.4374150790133655,47.078947368421055,16.462687602651428,39.44736842105263,16.150113847441403,0.8740224161742718,1.035338597156188,0.0,0.0,0.0,0.2801917099123195,0.0,0.0,0.0,0.0,0.7846153846153846,0.0,0.6251539296138388,0.0,0.0,0.0,0.511261807671563,0.9552271110264082,1.0921400169936126,0.0,0.0,0.2863107703856049,0.0,1.2089332271463813,3.5083106502142964,2.889970430619924,0.0,0.0,1.7809360459662205,2.404553359259525,1.5947776208094453,1.755587344622572,1.500754022944548,0.47661970981814306,0.42713968139085523,0.38303434479205933,1.2213171345420424,0.6018217741206032,1.2004542849018278,2.030396381563525,0.0,2.511453523133001,1.4882988130462893,3.6506924973685955,1.7639289690819187,1.5671479719132133,0.2802732677469135,0.6416299406520238,3.4041666666666663,0.0,0.0,4.149713113333564,0
8,1827,1739,1451,0.04816639299397918,46900.35396032545,104904.84375,1231.2749632732464,3738.900014158767,14.942536316666667,5.238078017567567,2.2761156849868738,4.995685923289166,1.888689287337581,1.6751298396763283,36.6,0.6739326564166644,4.070294454068272,36.6,2.0464696300814267,5.137332541443417,8,5.057291666666667,1.2170015057223864,45.76315789473684,18.462528495543438,38.18421052631579,18.100385664919866,1.011483665182015,1.2713765357108568,0.20984731999999998,0.0,0.0,0.28406546983404946,0.0,0.0,0,0.0,0.0,0.6099742699014918,0.3317919079444445,2.9214897594966613,0.0,0.0,0.15593936094748959,0.8838368328591151,0.7493558722667836,0.17084288835133285,0.0,0.0,0.1932051038856241,1.1903368396731637,3.3387203309422233,1.8375073723638633,0.0,0.0,1.8413170526887501,0.41032056323367117,1.4720313060199146,2.4317413105372894,1.2631656327827099,1.3148757267406905,1.893524375025547,0.5537641966816321,1.2784577517045081,0.9603371129636744,1.2952539699266201,2.9506759738241826,0,4.276286752704938,6.129468281271883,1.9593281226844592,1.0809296606061534,1.9019202232284829,2.44,0.18289844895833332,0.4828231372023809,0.5666666666666667,0.0,2.7498571516674324,0
9,1796,1720,1437,0.04231625835189312,47037.08298201179,103446.22875000002,1070.1511246413788,3302.648525470338,15.0,5.104694087209303,2.2169649687997186,4.997402631581734,1.7851355896847028,1.7215487901346012,36.6,0.5958525192880728,3.6018886471138054,36.6,1.838891161175021,4.74643994212234,9,4.942708333333333,1.6143396993602541,45.26315789473684,16.970073055275428,37.81578947368421,17.013702315545387,1.2027229417404774,1.4261400491680063,0.0,0,0.9233206339332948,0.3825570344518618,0.0,0.0,0,0.013241473035714277,2.1027189669791664,0.03356909156169658,0.4950152097083431,0.0,0.0,0.0,1.2645049086745932,0.5324720473842924,1.2699454394331067,0.1497614362288542,0.0,5.498060391943617,1.6063577092083656,1.0094145686747538,2.999776763744121,2.0181954121726315,0.0,0.0,3.697290649660919,0.8804730827508482,1.2461490742082837,1.531850869647699,1.544924899303654,0.5497368663817593,0.5123643351034615,1.1114535239729098,1.7061865754435621,0.4491003814026274,1.4869866414705903,1.8198481126849975,0,3.2632858460800387,3.869314243936403,5.1406390655979814,4.5472603111205245,2.535675392956807,0.15153257133333334,1.9104406150925923,0.6799999999999999,0.0,0.0,1.9488373533337533,0
