episode,total_demand,served,charged,rejection,total_rewards,total_revenues,total_subsidies,total_envies,max_wait,mean_wait,std_wait,max_detour,mean_detour,std_detour,max_subsidy,mean_subsidy,std_subsidy,max_envy,mean_envy,std_envy,max_queue,mean_queue,std_queue,avg_station_serve,std_station_serve,avg_station_charge,std_station_charge,avg_cls_envy,std_cls_envy,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14,cluster_15,cluster_16,cluster_17,cluster_18,cluster_19,cluster_20,cluster_21,cluster_22,cluster_23,cluster_24,cluster_25,cluster_26,cluster_27,cluster_28,cluster_29,cluster_30,cluster_31,cluster_32,cluster_33,cluster_34,cluster_35,cluster_36,cluster_37,cluster_38,cluster_39,cluster_40,cluster_41,cluster_42,cluster_43,cluster_44,cluster_45,cluster_46,cluster_47,cluster_48,run_time,loss
20,1824,1751,1463,0.04002193,43750.59121,105920.7956,0,4430.686519,15,4.941789931,2.016267969,4.995685923,1.410299403,1.641180252,0,0,0,36.6,2.429104451,5.786036679,9,5.010416667,1.561214749,46.07894737,19.67015048,38.5,19.80795959,1.558698194,1.902911128,3.60474917,0,0,0.646856143,0.43372406,0,0,0,1.273521429,0,0.741761501,1.367965172,0,0,1.053163311,1.563775265,1.064837181,0.470089325,0,2.813462909,1.407692308,2.76664437,3.944728313,2.397137293,0,0,1.526327071,0.787979148,1.734283024,2.558216562,1.348945898,0.314122414,0.495938576,0.628269431,1.04937895,1.402986378,2.543540665,2.973402147,0,1.295892498,7.135095755,5.994475409,5.800890467,1.609837444,0,7.966521916,3.66,0,0,2.044264098,2512.031839
21,1806,1725,1447,0.044850498,42514.93741,103758.015,0,4443.986108,15,4.96663742,2.052117277,4.994721701,1.252156502,1.612437322,0,0,0,36.6,2.460678908,5.975872646,9,5.057291667,1.627193698,45.39473684,19.59261337,38.07894737,19.72626032,1.819036995,2.291983763,0.206292667,9.15,0,0.653703875,0,0,0,0,2.895181565,0,0,0,0,0,0.8404582,1.582369795,0.776377622,1.029633323,0,9.670843209,0.797540198,1.686850466,3.548833442,2.55946329,0,0,2.541185345,0.866320341,1.439222732,2.563638629,0.830511589,1.179116314,0.667981032,1.256377649,2.616141634,0.958202653,1.997561347,2.475912249,0,2.457858674,8.046580602,4.982943945,3.288231976,3.966208684,3.05348884,4.48111421,4.066666667,0,0,1.863626528,2408.191655
22,1869,1779,1498,0.048154093,44219.83304,106456.7325,0,4829.976789,15,5.012611351,2.060508767,4.998402609,1.442894507,1.690097187,0,0,0,36.6,2.584257244,6.041060766,10,5,1.610512341,46.81578947,20.19230607,39.42105263,20.32969254,1.731011835,1.692011915,0,0,0,0.623199857,0,0,0,2.2875,1.436210428,0,0.5167199,0.333273389,0,3.05,1.081994874,1.524601123,1.496447687,0.43358553,0,1.938326269,2.810684997,2.164453017,3.946970883,2.444486727,0,0,2.081944578,1.362679757,1.56370752,2.168634611,1.255510975,1.081655081,0.987735184,1.755078222,3.510711488,0.72090762,2.465666628,3.075195173,0,2.252361954,6.317964164,6.760984074,2.344267542,3.119381851,2.524137931,6.26593423,3.05,4.066666667,0,2.834955573,2453.758479
23,1925,1811,1553,0.059220779,44854.16092,106906.1981,0,5541.578219,15,5.077879443,2.226050781,4.994475118,1.486776277,1.686365674,0,0,0,36.6,2.878741932,6.589722683,10,5.135416667,1.67468773,47.65789474,20.51479096,40.86842105,20.89972432,1.770860175,2.135098561,6.1,0,0,0.349256483,0,0,0,0,0,0,0.651045268,2.415646428,0,0,1.687327529,1.400244792,1.500724412,0.712338136,0,8.365617896,1.229981795,2.781991905,4.081671103,2.479854699,0,0,5.984047888,1.575021837,1.685125709,3.468111728,1.193305751,0.548230943,0.85,2.137344992,1.828588961,1.589553737,3.44620983,2.863028167,0,3.0936059,9.505408517,3.019118055,1.488710606,0.540582814,3.467674507,3.66,0.242857143,0.829921038,0,2.581792912,2359.513509
24,1834,1747,1492,0.047437296,43201.62579,104235.1875,0,4619.358801,15,4.92402316,2.016383071,4.999942633,1.34944245,1.628118994,0,0,0,36.6,2.518734352,6.060160295,9,4.958333333,1.564027032,45.97368421,20.81558986,39.26315789,21.21405221,1.49962845,1.888843162,0,0,0,0.34908932,0,0,0,0,2.490511466,0,1.565744532,0.548457779,0,0,1.702539215,2.558821193,1.145001701,1.039968887,0,1.344815227,2.601733876,4.148862836,3.842502405,2.447246994,0,0,1.311044833,1.53867852,1.298487222,1.676542574,1.785644611,0.504811441,1.757075113,0.437983525,1.429001355,0.613387824,2.936058097,2.828996689,0,2.584528079,7.707064965,9.400031117,1.971364034,1.240782438,0,2.608349533,0,4.066666667,0,2.153816335,2359.863368
25,1722,1642,1376,0.046457607,41564.31336,98415.63,0,4128.288679,15,4.950054603,2.061582498,4.996362466,1.395534185,1.68637122,0,0,0,36.6,2.397380185,5.759886458,9,4.890625,1.608413953,43.21052632,22.02648871,36.21052632,21.50172318,1.825997877,2.724611355,9.15,0,0,0,0,0,0,0,0,2.112745909,1.880094308,1.968334267,0,0,0.815461665,1.193570357,1.10340111,0.594087242,0,16.05038591,4.420090395,1.072155375,3.524487897,2.432119209,0.292902608,0,3.09004403,0.232996982,1.212034851,2.599643179,1.388850464,1.802328387,0.70142774,1.456036317,2.218798615,2.147972644,0.74173437,2.72410852,0,1.237501821,5.648203643,1.681849989,4.062134112,2.506802668,4.575,2.836591384,0,0,0,1.70544902,2373.438763
26,1830,1753,1495,0.042076503,44586.25865,104043.2531,0,4515.070916,14.92235933,4.897016315,2.020269543,4.998377628,1.383233828,1.645934212,0,0,0,36.6,2.467251867,5.828768938,9,5.114583333,1.685537697,46.13157895,18.97667689,39.34210526,19.24533616,1.404426971,1.828002036,0,0,0,0,0.158434897,0,0,0.158848711,2.33516111,0.756499209,0.546435769,1.991331339,0,0.94134102,1.30916275,1.331014956,1.163536271,0.099635271,0.635480164,1.326366262,0.217662486,2.068834649,4.259534278,2.181472265,0,0,3.464515067,0.685826505,1.268128394,2.621544975,1.307206413,0.783193685,0.602656098,0.59224056,1.539450339,0.121428571,4.285614006,2.665785463,0,1.561302165,7.517300149,8.36074043,0.199937694,2.10586629,4.305882353,3.347551026,0,0,0,2.401211395,2359.989386
27,1779,1674,1411,0.059021922,41752.31742,100703.8388,0,4524.610404,14.9392497,4.918096082,2.008068358,4.995230241,1.313568071,1.640124412,0,0,0,36.6,2.543344803,6.516052274,10,4.895833333,1.758782526,44.05263158,18.52444668,37.13157895,19.13823818,1.834240037,2.466134859,0,0,0,0.694664655,0,0,0,0.297656052,0.222376519,0.149868223,0,0,0,0,2.803548835,2.029031125,1.44598639,0,0,7.880156603,0.283415866,1.656929365,3.174718517,2.28434457,0.68,0,7.162832845,0.883570329,1.284146028,2.314487274,0.597290504,0.086058396,0.527419349,2.349834668,1.837259015,1.610980116,3.20903457,3.586753896,0,2.215018292,7.576659774,10.41853703,4.643074852,1.527742301,2.538399288,6.862217941,4.97952731,0.064221308,0,1.560960363,2388.429845
28,1880,1773,1506,0.056914894,45206.39197,105764.3044,0,4725.920615,15,5.021827228,2.099293478,4.998402609,1.455258373,1.671498264,0,0,0,36.6,2.513787561,6.134764817,10,5.052083333,1.679346299,46.65789474,18.79708308,39.63157895,19.49415709,1.857584207,2.291558167,3.66,0,0,0.191272032,0,0,0,5.627471938,0.6375,0,0.833554232,0,0,0,1.24291623,1.485413964,1.28342987,0,0,12.15204307,4.080616882,1.513463959,3.534277376,2.17694797,0,0,4.132461453,0.439686189,1.737643565,3.813230304,1.165681367,0.891641864,0.08321669,0.55967316,1.526564475,1.204982249,3.445283974,2.760271639,0,2.307335761,5.238823034,6.072885239,4.215619072,3.866131845,1.733333333,2.870258669,0.471328088,4.066666667,0,2.020041502,2333.36985
29,1834,1754,1504,0.043620502,43279.25469,103790.8969,0,4550.428498,15,4.813518107,1.897268623,4.999356935,1.44084245,1.663667898,0,0,0,36.6,2.481149672,6.170854233,10,4.96875,1.557596472,46.15789474,19.83421594,39.57894737,20.38398698,1.730660539,1.958364081,0,0,0,0,0,0,0,0,3.812782481,0,1.201725806,2.795028783,0,0.57176957,0.470765722,0.720705027,1.43872896,1.807448153,0,5.608701454,3.369492546,3.786502526,3.213695198,2.698999302,2.218631856,0,6.334970713,0.323821209,1.858892764,2.330128225,1.683689876,0.586251515,1.954571699,0.278347561,1.357204112,0.982434175,1.231987138,3.889471873,0,1.83930814,7.455832462,3.242433181,1.855389492,1.836133348,0,5.638175454,6.408346064,0,0,1.775071847,2328.331259
