episode,total_demand,served,charged,rejection,total_rewards,total_profits,total_revenues,total_subsidies,total_envies,max_wait,mean_wait,std_wait,max_detour,mean_detour,std_detour,max_envy,mean_envy,std_envy,max_subsidy,mean_subsidy,std_subsidy,max_queue,mean_queue,std_queue,avg_station_serve,std_station_serve,avg_station_charge,std_station_charge,avg_cls_envy,std_cls_envy,avg_cls_subsidy,std_cls_subsidy,avg_centre_envy,std_centre_envy,avg_centre_subsidy,std_centre_subsidy,avg_suburb_envy,std_suburb_envy,avg_suburb_subsidy,std_suburb_subsidy,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14,cluster_15,cluster_16,cluster_17,cluster_18,cluster_19,cluster_20,cluster_21,cluster_22,cluster_23,cluster_24,cluster_25,cluster_26,cluster_27,cluster_28,cluster_29,cluster_30,cluster_31,cluster_32,cluster_33,cluster_34,cluster_35,cluster_36,cluster_37,cluster_38,cluster_39,cluster_40,cluster_41,cluster_42,cluster_43,cluster_44,cluster_45,cluster_46,cluster_47,cluster_48,run_time,loss
361,1806,1741,1432,0.035991141,55984.75651,109920.0487,109920.0487,0,4218.093421,15,4.958520957,2.057926713,4.996341197,2.179654209,1.75887435,36.6,2.335599901,4.950567512,0,0,0,9,4.682291667,1.326060487,45.81578947,16.53203471,37.68421053,16.11979049,1.235324785,1.481733955,0,0,2.574097836,4.266613859,0,0,1.956124706,5.856973292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67929058,1408.926958
362,1734,1680,1373,0.031141869,54646.88045,105819.7388,105819.7388,0,3620.431845,15,4.962186829,2.080661665,4.995685923,2.199610347,1.751583285,36.6,2.087907638,4.633253943,0,0,0,8,4.588541667,1.500858767,44.21052632,17.5051239,36.13157895,17.13440837,1.118832323,1.301021863,0,0,2.110974433,3.831822426,0,0,2.052583451,5.643950928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.823707988,1395.160692
363,1833,1753,1445,0.043644299,54405.68801,108012.8062,108012.8062,0,4091.512951,15,4.970769812,2.149731618,4.992700032,2.170721719,1.773844133,36.6,2.23214018,4.89171466,0,0,0,10,4.958333333,1.567353573,46.13157895,17.59660711,38.02631579,17.07489207,1.448921384,2.310020208,0,0,2.266961868,3.876150612,0,0,2.178188358,6.141678878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.199177047,1395.820594
364,1762,1716,1407,0.026106697,54295.59781,107694.4369,107694.4369,0,3956.824883,15,5.146120822,2.339842712,4.998956478,2.146184116,1.715355263,36.6,2.245644088,4.842645341,0,0,0,9,4.895833333,1.510237058,45.15789474,17.9319273,37.02631579,17.5401597,1.579378688,2.540381251,0,0,2.345693894,4.038837477,0,0,2.071955139,5.983072773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.071782527,1398.351621
365,1787,1739,1431,0.02686066,56205.07082,108636.9094,108636.9094,0,4361.318512,15,5.091996091,2.234535302,4.99991384,2.169513922,1.732509899,36.6,2.440581148,5.213121475,0,0,0,9,4.958333333,1.603490117,45.76315789,18.40113585,37.65789474,18.28182347,1.659593971,2.539661546,0,0,2.324577651,3.942697678,0,0,2.624575117,6.750605269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.885430155,1379.43152
366,1771,1727,1420,0.02484472,55551.34269,107777.6231,107777.6231,0,4082.183034,15,5.144326084,2.31427598,4.995685923,2.119015204,1.74387116,36.6,2.305015829,4.696691202,0,0,0,9,4.994791667,1.501726076,45.44736842,17.28354461,37.36842105,16.84358546,1.375567153,2.075424253,0,0,2.481555646,4.253253405,0,0,2.016990987,5.329175396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81815984,1359.486698
367,1813,1763,1456,0.027578599,55287.3367,108521.1356,108521.1356,0,4337.994663,15,5.151051629,2.353925493,4.999345811,2.168600866,1.743187685,36.6,2.392716306,4.884113891,0,0,0,10,5.125,1.595893167,46.39473684,17.35016984,38.31578947,16.692427,1.529739774,2.019406812,0,0,2.549682548,4.236396141,0,0,2.114545245,5.848303716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.026025183,1354.524563
368,1803,1751,1445,0.028840821,55362.17525,109539.4294,109539.4294,0,4021.26902,15,5.07336956,2.209561965,4.997940729,2.169309613,1.741394038,36.6,2.230321142,4.790736125,0,0,0,10,4.78125,1.483963759,46.07894737,17.3317196,38.02631579,16.77166602,1.262834227,1.687024051,0,0,2.467367162,4.340632723,0,0,1.810848001,5.472555376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.227823865,1362.398362
369,1909,1851,1542,0.030382399,56632.31117,113765.9269,113765.9269,0,4148.501961,15,5.138035685,2.310927791,4.997383177,2.239377164,1.75137955,36.6,2.173128319,4.726968472,0,0,0,10,5.244791667,1.728280081,48.71052632,19.57832837,40.57894737,19.12649248,1.288558056,1.691289528,0,0,2.417164956,4.083375756,0,0,1.779865449,5.58848815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999684017,1357.383197
370,1795,1726,1418,0.038440111,55140.46028,108387.8306,108387.8306,0,3770.055082,15,4.946502896,2.039586084,4.995685923,2.118317151,1.751990433,36.6,2.100309238,4.868199363,0,0,0,8,4.744791667,1.315957335,45.42105263,18.15522482,37.31578947,17.58753336,1.305315758,1.712876327,0,0,2.245973194,4.20516257,0,0,1.868130996,5.762003267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.183917003,1344.089037
371,1772,1730,1421,0.023702032,55246.46047,108359.865,108359.865,0,3759.646839,15,5.062566022,2.151424711,4.99943018,2.155605846,1.745072111,36.6,2.121696862,4.556000963,0,0,0,9,4.9375,1.412831819,45.52631579,19.41342027,37.39473684,19.02980968,1.361871043,1.515756691,0,0,2.374992054,4.217502917,0,0,1.705082978,5.036142409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.696004745,1345.905836
372,1853,1791,1483,0.033459255,57257.91792,111102.3094,111102.3094,0,4274.858292,15,5.064986421,2.28185265,4.997481171,2.140600472,1.747974317,36.6,2.306993142,4.927868256,0,0,0,9,5.052083333,1.206491052,47.13157895,17.52617749,39.02631579,16.97131766,1.339437755,1.637026304,0,0,2.421410832,4.208340317,0,0,2.122796775,5.900144518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.195501888,1333.918105
373,1847,1789,1481,0.031402274,58220.88225,111763.8019,111763.8019,0,4220.211977,15,5.064109953,2.207171121,4.999668007,2.17560419,1.747566978,36.6,2.284900908,5.127062289,0,0,0,9,5.109375,1.426503456,47.07894737,18.63553705,38.97368421,18.26772656,1.522048248,2.368162475,0,0,2.292567465,4.00014411,0,0,2.272679642,6.533210144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.206301148,1327.252953
374,1854,1806,1499,0.025889968,55459.68739,111686.2106,111686.2106,0,3864.572914,15,5.144317465,2.292720516,4.997112596,2.138628113,1.74333228,36.6,2.08445141,4.629592621,0,0,0,9,5.067708333,1.507135445,47.52631579,18.00692388,39.44736842,17.29876383,1.220307286,1.417693774,0,0,2.243038927,4.295811673,0,0,1.83467607,5.101299685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.851859493,1300.243169
375,1821,1775,1467,0.025260846,54432.49559,109615.6987,109615.6987,0,4064.670035,15,5.010315714,2.145900886,4.997900192,2.173719359,1.735826018,36.6,2.232108751,4.752165565,0,0,0,9,5.078125,1.513529479,46.71052632,18.52154918,38.60526316,17.92754346,1.414168314,1.805944044,0,0,2.239582438,3.899317262,0,0,2.22075867,5.812765141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.698503203,1312.820123
376,1699,1656,1349,0.025309005,52389.1372,104416.1944,104416.1944,0,3279.307583,15,4.918531463,2.050350777,4.999025496,2.199119591,1.767811269,36.6,1.930139837,4.043931612,0,0,0,9,4.630208333,1.451911082,43.57894737,16.07160225,35.5,15.40975426,1.123025258,1.469898177,0,0,2.131067365,3.74473272,0,0,1.595995469,4.477722835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.149775838,1302.712023
377,1834,1767,1456,0.03653217,54482.29527,110288.4469,110288.4469,0,4494.137712,15,4.92563885,2.070852641,4.999427321,2.19772822,1.768665169,36.6,2.450456768,5.635608153,0,0,0,9,4.8125,1.401728843,46.5,17.9454583,38.31578947,17.28873266,1.561893935,2.545083606,0,0,2.329137797,4.225025441,0,0,2.645637074,7.353622105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.512072502,1293.797433
378,1799,1745,1439,0.030016676,53863.88384,108560.0494,108560.0494,0,4196.978113,15,5.072675778,2.231663004,4.997383177,2.062897962,1.748246636,36.6,2.332950591,5.092549677,0,0,0,9,4.890625,1.624524169,45.92105263,17.4964381,37.86842105,16.87909179,1.559834651,1.906995881,0,0,2.422051643,4.280413621,0,0,2.186326948,6.198864161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.264054093,1298.263315
379,1778,1743,1437,0.019685039,56349.87725,109195.1512,109195.1512,0,3530.345655,15,4.962687224,2.093956475,4.996376203,2.181055868,1.734497949,36.6,1.985571234,4.28229975,0,0,0,10,5.03125,1.485717595,45.86842105,17.88143856,37.81578947,17.35974664,1.313093426,2.359735532,0,0,2.266923928,3.945910503,0,0,1.531269385,4.740590298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.379142848,1294.54059
380,1800,1740,1432,0.033333333,53396.92272,108990.4106,108990.4106,0,3905.652801,14.97847005,4.999846451,2.071546841,4.997304114,2.199622777,1.759332649,36.6,2.169807112,4.668840372,0,0,0,9,5.088541667,1.65751884,45.78947368,18.04111955,37.68421053,17.35557739,1.379349506,2.082703698,0,0,2.366291372,4.067283718,0,0,1.83525283,5.528885759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.174949663,1277.447213
381,1832,1762,1454,0.038209607,56479.83638,109798.3556,109798.3556,0,4154.899977,15,5.131018727,2.356701569,4.998718235,2.203899723,1.768715427,36.6,2.267958503,4.956575435,0,0,0,8,4.916666667,1.328114788,46.36842105,19.21268914,38.26315789,18.80465257,1.49800731,2.10850108,0,0,2.336776699,4.138438976,0,0,2.162880237,5.992574396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.335427368,1270.709642
382,1700,1649,1342,0.03,51305.23699,104476.5412,104476.5412,0,3791.091033,15,4.941675425,2.080840225,4.997354309,2.167667764,1.765024597,36.6,2.230053549,4.680750277,0,0,0,8,4.697916667,1.472807634,43.39473684,18.06354205,35.31578947,17.49150961,1.303724981,1.74888413,0,0,2.422441721,4.166488384,0,0,1.92689643,5.378528913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.892694248,1261.657942
383,1777,1725,1427,0.029262802,53048.54616,106963.9687,106963.9687,0,3967.0901,15,5.078675856,2.337461893,4.997416936,2.155100217,1.768707532,36.6,2.232464885,4.983798912,0,0,0,10,4.989583333,1.670795667,45.39473684,18.3769585,37.55263158,17.65860066,1.557306521,2.65482219,0,0,2.244080736,4.001773495,0,0,2.213636242,6.256275717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.073631042,1249.648726
384,1832,1762,1454,0.038209607,54531.30379,110470.8787,110470.8787,0,4487.803116,15,4.980721224,2.085536578,4.991164182,2.017960929,1.754916067,36.6,2.44967419,5.571212742,0,0,0,9,4.901041667,1.641137486,46.36842105,19.30015142,38.26315789,18.58505938,1.545333217,2.593196571,0,0,2.31355105,3.986536436,0,0,2.67236773,7.46570995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04481811,1250.104155
385,1772,1710,1401,0.034988713,54875.29261,107581.635,107581.635,0,4313.753883,15,4.977185671,2.087979505,4.999942633,2.100871362,1.746595954,36.6,2.434398354,5.309176277,0,0,0,8,4.786458333,1.414664256,45,18.80509449,36.86842105,18.19220633,1.633062897,2.509765966,0,0,2.400808934,3.918048281,0,0,2.490178983,7.035554257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.728741317,1239.05187
386,1859,1799,1499,0.032275417,55463.3647,110820.9694,110820.9694,0,4423.500435,15,5.014620772,2.106357501,4.997653175,2.106801803,1.749847451,36.6,2.379505344,5.202227368,0,0,0,8,4.84375,1.201805283,47.34210526,17.64157219,39.44736842,17.11831486,1.453194718,1.568928596,0,0,2.475259412,4.323155383,0,0,2.215774263,6.429512541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.595449662,1233.726912
387,1862,1793,1487,0.037056928,56261.8763,111236.4694,111236.4694,0,4077.2471,15,5.082157682,2.235356019,4.999942633,2.228219126,1.757623609,36.6,2.189713802,4.934122304,0,0,0,9,5.182291667,1.351349233,47.18421053,19.56481168,39.13157895,19.22056335,1.387823158,1.43652696,0,0,2.263754447,4.236424146,0,0,2.069031734,5.894988335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92254457,1221.087772
388,1863,1814,1506,0.026301664,55911.44579,111990.9019,111990.9019,0,4033.615848,15,5.139361714,2.312811679,4.989015519,2.179588996,1.750093608,36.6,2.165118544,4.663719641,0,0,0,8,5.005208333,1.423381375,47.73684211,20.15816957,39.63157895,19.6085656,1.207545738,1.285871288,0,0,2.385186328,4.015897488,0,0,1.825859887,5.498068994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32472787,1213.921037
389,1783,1719,1411,0.03589456,53981.07517,106928.1338,106928.1338,0,4257.900778,15,5.066465343,2.222970258,4.999223649,2.143437648,1.754271762,36.6,2.388054278,5.246460832,0,0,0,9,4.96875,1.345928467,45.23684211,19.0102939,37.13157895,18.57300114,1.501299099,2.227738767,0,0,2.662371943,4.618584274,0,0,1.938838811,6.110933821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.530394217,1196.739119
390,1825,1767,1465,0.031780822,53916.07973,109661.1937,109661.1937,0,4263.938981,15,5.107125583,2.246214884,4.999911144,2.120444855,1.746383554,36.6,2.336404921,4.854870078,0,0,0,9,5.114583333,1.467493552,46.5,18.5908155,38.55263158,17.70027857,1.354946343,1.865133084,0,0,2.4806911,4.033837199,0,0,2.093452459,5.980308843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.332603858,1184.740903
391,1797,1745,1441,0.028937117,54248.94395,109009.1869,109009.1869,0,3866.744681,15,4.995435146,2.144787723,4.999942633,2.199617312,1.740593284,36.6,2.151777786,4.731670065,0,0,0,8,4.838541667,1.228979064,45.92105263,18.21564044,37.92105263,17.36206024,1.313220248,1.562912513,0,0,2.243542456,4.024993257,0,0,1.999244512,5.712922782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65417884,1173.463883
392,1846,1792,1483,0.029252438,55572.34471,111282.8212,111282.8212,0,4431.459225,15,5.10796999,2.236078229,4.997940729,2.085669495,1.763809342,36.6,2.400573795,4.965852972,0,0,0,9,4.807291667,1.424981344,47.15789474,17.6016242,39.02631579,16.82492956,1.384889841,1.48104909,0,0,2.599329177,4.462970121,0,0,2.066814756,5.69598654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.790961422,1157.126941
393,1822,1776,1469,0.025246981,55690.63806,109987.5337,109987.5337,0,3769.088238,15,4.991788026,2.135623443,4.999667595,2.201640301,1.780920645,36.6,2.068654357,4.317227777,0,0,0,8,4.875,1.332682133,46.73684211,19.62769822,38.65789474,19.06398687,1.292008438,1.593443177,0,0,2.359194694,4.12396168,0,0,1.573787433,4.585682218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.900265928,1154.956593
394,1836,1763,1460,0.039760349,55848.13733,109718.1169,109718.1169,0,4007.340731,15,5.085331726,2.229501315,4.997416936,2.08982316,1.776044463,36.6,2.182647457,4.790027567,0,0,0,9,5.020833333,1.33447217,46.39473684,18.19707824,38.42105263,17.6316575,1.279078143,1.323849096,0,0,2.369030553,4.24655794,0,0,1.867271953,5.576389753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.477535368,1148.461296
395,1864,1794,1487,0.037553648,54626.45383,111296.0494,111296.0494,0,4588.252929,15,5.009900432,2.149361478,4.998402191,2.150087643,1.762510381,36.6,2.461509082,5.130582339,0,0,0,8,4.84375,1.420300181,47.21052632,19.02236619,39.13157895,18.33198392,1.577927094,2.05518447,0,0,2.500781951,4.252193524,0,0,2.396501853,6.321264298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.223097083,1143.91817
396,1832,1757,1452,0.040938865,53326.92686,109450.6575,109450.6575,0,3827.935303,15,4.942833425,2.021678633,4.996134425,2.170991751,1.761379569,36.6,2.089484336,4.690138132,0,0,0,10,5.052083333,1.523221584,46.23684211,18.86438333,38.21052632,18.10664009,1.277126805,1.493659009,0,0,2.099368945,3.667625159,0,0,2.07439156,5.919945661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.199469762,1124.257378
397,1837,1772,1471,0.035383778,55567.35959,109979.3981,109979.3981,0,4580.962916,15,5.127543614,2.345986904,4.998272173,2.078259956,1.759394346,36.6,2.493719606,5.343785294,0,0,0,9,5.046875,1.451612116,46.63157895,17.48747078,38.71052632,16.99985742,1.668970844,2.169407005,0,0,2.543520546,4.439629451,0,0,2.41264168,6.553368239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.551413295,1113.686044
398,1846,1794,1489,0.028169014,55811.99945,110517.0544,110517.0544,0,3942.443741,15,5.11669402,2.259538981,4.997416936,2.175924756,1.755127703,36.6,2.135668332,4.735348519,0,0,0,9,5.088541667,1.51295584,47.21052632,19.99757603,39.18421053,19.32118453,1.482415573,2.23161418,0,0,2.141119969,3.90790542,0,0,2.126945713,5.819474485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.018002547,1109.513361
399,1796,1731,1421,0.036191537,54879.08997,108522.9769,108522.9769,0,3947.33147,15,5.06090189,2.223152103,4.998197625,2.119920665,1.73353408,36.6,2.19784603,4.977084245,0,0,0,9,4.864583333,1.370217377,45.55263158,19.94162186,37.39473684,19.18132243,1.376820487,1.958110939,0,0,2.220628132,3.952622859,0,0,2.163080095,6.223311724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.010084502,1100.172707
400,1840,1768,1462,0.039130435,55926.93074,110074.8056,110074.8056,0,4258.690176,15,4.959184117,2.080146571,4.998402609,2.088499447,1.780573234,36.6,2.314505531,5.222250794,0,0,0,8,4.848958333,1.440883322,46.52631579,19.09083114,38.47368421,18.3758091,1.578739328,2.372880577,0,0,2.114838535,3.748930499,0,0,2.598879736,6.779311894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.313975262,1091.64802
401,1797,1716,1411,0.045075125,54295.41729,108183.5137,108183.5137,0,4319.18799,15,5.056413649,2.197320225,4.998402609,2.074170718,1.740329672,36.6,2.403554808,5.345971989,0,0,0,8,4.963541667,1.415584375,45.15789474,19.17718809,37.13157895,18.30900131,1.6316876,2.377740399,0,0,2.415280711,4.261404094,0,0,2.384519472,6.744922312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.322226167,1075.035826
402,1832,1752,1450,0.043668122,55243.19932,108571.71,108571.71,0,4284.38616,15,5.031761155,2.173085089,4.99828268,2.178890461,1.752345325,36.6,2.338638734,5.394622416,0,0,0,8,4.895833333,1.402966846,46.10526316,19.60771797,38.15789474,19.03117431,1.608038024,2.302467798,0,0,2.165382635,3.862342271,0,0,2.625390132,7.2419629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.896893075,1067.350317
403,1837,1784,1484,0.028851388,53922.33044,109968.42,109968.42,0,4255.433667,15,5.177522349,2.341744519,4.99638577,2.092279897,1.73847746,36.6,2.316512611,5.383808291,0,0,0,9,5.208333333,1.294352047,46.94736842,20.55025594,39.05263158,19.6802698,1.473097577,1.753711144,0,0,2.290135708,4.305095164,0,0,2.355703193,6.671704688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.053442665,1055.067092
404,1839,1765,1470,0.04023926,55094.46095,109335.1612,109335.1612,0,4415.379266,15,5.142172847,2.265402277,4.997145904,2.055822732,1.750352993,36.6,2.400967518,5.240105045,0,0,0,9,4.838541667,1.496514686,46.44736842,17.56146704,38.68421053,17.22621207,1.503021527,2.096173262,0,0,2.710086201,5.00706259,0,0,1.883822745,5.570142344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.160254435,1047.640108
405,1752,1696,1399,0.03196347,52523.51648,105988.7794,105988.7794,0,3983.348032,14.94691048,4.93987873,2.04031345,4.995685923,2.081623391,1.751388699,36.6,2.273600475,4.800393183,0,0,0,8,4.854166667,1.278664397,44.63157895,18.81547663,36.81578947,17.97638109,1.271419642,1.543537814,0,0,2.378804683,4.055502724,0,0,2.100798992,5.816441622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.927788732,1042.373702
