episode,total_demand,served,charged,rejection,total_rewards,total_profits,total_revenues,total_subsidies,total_envies,max_wait,mean_wait,std_wait,max_detour,mean_detour,std_detour,max_envy,mean_envy,std_envy,max_subsidy,mean_subsidy,std_subsidy,max_queue,mean_queue,std_queue,avg_station_serve,std_station_serve,avg_station_charge,std_station_charge,avg_cls_envy,std_cls_envy,avg_cls_subsidy,std_cls_subsidy,avg_centre_envy,std_centre_envy,avg_centre_subsidy,std_centre_subsidy,avg_suburb_envy,std_suburb_envy,avg_suburb_subsidy,std_suburb_subsidy,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14,cluster_15,cluster_16,cluster_17,cluster_18,cluster_19,cluster_20,cluster_21,cluster_22,cluster_23,cluster_24,cluster_25,cluster_26,cluster_27,cluster_28,cluster_29,cluster_30,cluster_31,cluster_32,cluster_33,cluster_34,cluster_35,cluster_36,cluster_37,cluster_38,cluster_39,cluster_40,cluster_41,cluster_42,cluster_43,cluster_44,cluster_45,cluster_46,cluster_47,cluster_48,run_time,loss
1434,1808,1710,1402,0.05420354,46058.32585,110172.7744,110172.7744,0,4033.231375,15,5.039244145,2.156720156,4.995685923,2.073221284,1.745720849,36.6,2.230769566,4.77103497,0,0,0,10,5.182291667,1.843654364,45,19.00415467,36.89473684,18.30845286,1.298419773,1.674798683,0,0,2.282465354,3.946269852,0,0,2.146217562,5.874567978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.949813658,597.7628924
1435,1804,1708,1401,0.053215078,47139.45641,109876.98,109876.98,0,3898.583304,15,5.142894246,2.258497136,4.995685923,2.150548958,1.759543173,36.6,2.161077219,4.702636713,0,0,0,10,5.239583333,1.801300408,44.94736842,17.51983443,36.86842105,16.73975893,1.230312651,1.777727621,0,0,2.263791776,3.76859293,0,0,1.99169624,5.925940932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.070204477,600.2332741
1436,1753,1678,1367,0.042783799,47697.50733,108976.3538,108976.3538,0,3765.332551,15,5.104819881,2.262026899,4.995685923,2.065362399,1.761274685,36.6,2.147936424,4.837558386,0,0,0,10,4.875,1.697117655,44.15789474,18.85474436,35.97368421,18.41550668,1.212358706,1.577522763,0,0,2.454204549,4.656100317,0,0,1.67384405,5.069387456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.014746488,603.2570779
1437,1801,1710,1402,0.050527485,45506.45998,109763.0381,109763.0381,0,4177.684752,15,5.044070875,2.177136526,4.99993218,2.254917319,1.762637237,36.6,2.319647281,5.247041636,0,0,0,9,5.208333333,1.749503898,45,17.08954744,36.89473684,16.21206418,1.660941742,2.436050452,0,0,2.409904718,4.122090463,0,0,2.160589311,6.787178462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.010276432,599.2115391
1438,1809,1742,1434,0.037037037,48080.03051,111720.4931,111720.4931,0,3685.992107,15,5.058168938,2.174962836,4.995685923,2.160549345,1.741242862,36.6,2.037585465,4.267248832,0,0,0,9,5.098958333,1.592822102,45.84210526,17.1288097,37.73684211,16.88145075,1.2663735,1.522981131,0,0,2.193617489,3.687587096,0,0,1.7717013,5.094579024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.065810475,596.2116378
1439,1770,1694,1386,0.042937853,46597.84086,108932.4619,108932.4619,0,3458.535157,15,5.086385616,2.250643345,4.993653206,2.096261019,1.757285515,36.6,1.953974665,4.226732222,0,0,0,9,4.807291667,1.67684878,44.57894737,17.05661097,36.47368421,16.69342266,1.114973324,1.694609808,0,0,2.214966776,3.920880561,0,0,1.509690385,4.668400409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.161958358,594.7279367
1440,1887,1789,1479,0.051934287,47679.65061,113972.6906,113972.6906,0,4449.8513,15,5.122711169,2.22283476,4.981060681,2.152290684,1.747755962,36.6,2.358161791,5.2561616,0,0,0,10,5.291666667,2.028015587,47.07894737,16.98510428,38.92105263,16.66604108,1.417199363,1.882356317,0,0,2.598557018,4.775956439,0,0,1.958746308,5.947763879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.267323413,596.1273232
1441,1797,1729,1425,0.037840846,48521.76767,110512.6594,110512.6594,0,3655.513404,15,5.069894716,2.175451234,4.995685923,2.183695417,1.767878618,36.6,2.034231165,4.326874518,0,0,0,9,4.911458333,1.74328293,45.5,15.28285934,37.5,14.88154986,1.211696951,1.734449961,0,0,2.387804238,3.961940152,0,0,1.387220283,4.858984915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.780610088,595.2737571
1442,1816,1712,1403,0.057268722,46800.45912,110436.5025,110436.5025,0,3762.503439,14.9893023,5.031766311,2.121882105,4.998040405,2.080138408,1.767925334,36.6,2.071863127,4.42193138,0,0,0,9,5.010416667,1.856827445,45.05263158,17.2015106,36.92105263,16.81068203,1.087651408,1.396268988,0,0,2.372990552,4.129543443,0,0,1.565239587,4.832276196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.836517503,592.6287311
1443,1731,1648,1337,0.047949162,46230.67954,107568.6769,107568.6769,0,3695.368149,15,5.004575237,2.131171687,4.995185984,2.191362441,1.723433552,36.6,2.134816955,4.703373509,0,0,0,10,4.901041667,1.795712184,43.36842105,15.93311852,35.18421053,15.35518987,1.323516825,2.090544965,0,0,2.237645312,3.927348156,0,0,1.963383546,5.765492992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.737629623,593.6278728
1444,1852,1738,1432,0.061555076,47087.83257,110645.6719,110645.6719,0,4187.767161,15,5.083866693,2.209203998,4.999014483,2.149932658,1.751718658,36.6,2.26121337,4.929056361,0,0,0,10,5.15625,1.593137137,45.73684211,19.12518897,37.68421053,18.66618849,1.267601898,1.524003232,0,0,2.562675687,4.433804555,0,0,1.763951494,5.616681089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.280788977,598.632616
1445,1843,1759,1450,0.045577862,47616.9784,112509.8512,112509.8512,0,3974.056203,14.84448082,5.160544975,2.21128618,4.995685923,2.130978691,1.762297327,36.6,2.156297451,4.254700795,0,0,0,9,5.276041667,1.623989737,46.28947368,16.88179944,38.15789474,16.2893674,1.092934868,1.060404494,0,0,2.580084025,4.238131282,0,0,1.448143945,4.187605543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28665521,592.8696529
1446,1808,1735,1428,0.040376106,47775.7742,111233.6625,111233.6625,0,4067.748655,15,5.101796926,2.211091924,4.998886664,2.113886793,1.757210936,36.6,2.249860982,5.003079821,0,0,0,9,5.223958333,1.763888035,45.65789474,18.43091841,37.57894737,17.87328435,1.213353553,1.324402418,0,0,2.537851317,4.560565687,0,0,1.759545597,5.643972772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.874336155,591.3928493
1447,1813,1701,1393,0.061776062,45976.34292,109634.7881,109634.7881,0,4089.943791,15,5.173320633,2.320595279,4.996415741,2.085155113,1.752018777,36.6,2.255898395,4.858778581,0,0,0,10,5.041666667,1.830964379,44.76315789,17.22213113,36.65789474,16.77447358,1.226605492,1.777176589,0,0,2.487414921,4.212021419,0,0,1.872862269,5.751384992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.080528137,596.0354319
1448,1831,1725,1421,0.057891862,46692.83671,110141.5144,110141.5144,0,4231.618881,15,5.034111526,2.127518746,4.998934457,2.086701811,1.759346194,36.6,2.31109715,4.822405656,0,0,0,9,4.963541667,1.6844027,45.39473684,16.56333852,37.39473684,15.87042843,1.470487809,2.136418805,0,0,2.563192919,4.421270584,0,0,1.888357607,5.402610629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.123716267,587.3284108
1449,1883,1763,1457,0.063728093,46770.96568,112349.3981,112349.3981,0,4730.597136,15,5.223934918,2.33464235,4.995685923,2.103549418,1.770152459,36.6,2.512266137,5.62664084,0,0,0,10,5.083333333,1.871756454,46.39473684,19.07952812,38.34210526,18.59722152,1.653150391,2.345066161,0,0,2.357476528,4.129502756,0,0,2.766842868,7.455018604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.082163375,590.2875255
1450,1776,1678,1370,0.05518018,45470.64707,108541.8656,108541.8656,0,3915.192302,15,5.066564847,2.179013152,4.997318619,2.081680791,1.785617466,36.6,2.20450017,4.820664141,0,0,0,10,5.270833333,1.928293539,44.15789474,17.59265145,36.05263158,17.07714288,1.494000625,1.665599284,0,0,2.353280274,4.14695971,0,0,1.966974039,5.726455384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8456635,588.9214706
1451,1880,1776,1475,0.055319149,48136.53857,112359.33,112359.33,0,4516.99354,15,5.168018117,2.270114419,4.999956668,2.104269911,1.736494898,36.6,2.402656138,5.126442618,0,0,0,9,4.947916667,1.793331349,46.73684211,17.89102129,38.81578947,17.34154619,1.585863307,2.914613549,0,0,2.513793204,4.013595412,0,0,2.22440583,6.522470538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.279023493,590.526433
1452,1750,1656,1354,0.053714286,46300.75808,106829.3981,106829.3981,0,3752.152379,15,5.08953448,2.206645669,4.995685923,2.075222332,1.750203946,36.6,2.144087073,4.816649483,0,0,0,9,5.130208333,1.845242746,43.57894737,18.07532715,35.63157895,17.54456139,1.358579565,2.175900382,0,0,2.491209312,4.493506344,0,0,1.601803869,5.236198833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.880326455,584.8031047
1453,1888,1769,1463,0.063029661,47167.29831,112882.3763,112882.3763,0,4682.907347,15,5.207024609,2.425391425,4.997383177,2.197367136,1.755336306,36.6,2.480353468,5.22973581,0,0,0,9,4.963541667,1.466189775,46.55263158,16.82995038,38.5,16.23146716,1.26631191,1.570562416,0,0,2.722532128,4.617655233,0,0,2.079447302,6.088527119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.341845555,586.985191
1454,1835,1744,1439,0.049591281,47650.96977,111032.4262,111032.4262,0,3956.648208,15,4.968303065,2.07700778,4.995077774,2.119820551,1.747830164,36.6,2.156211558,4.721850013,0,0,0,9,5.171875,1.769722384,45.89473684,17.44433172,37.86842105,16.85725059,1.256616796,1.706519511,0,0,2.250479729,3.992690567,0,0,2.001225991,5.718765153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.283150385,586.9799507
1455,1798,1688,1382,0.061179088,45083.84938,109230.6825,109230.6825,0,4268.943297,15,5.107846942,2.239529125,4.9997091,2.092999119,1.739696649,36.6,2.374273246,5.291163964,0,0,0,10,5.359375,2.005465351,44.42105263,17.79507853,36.36842105,17.40299589,1.708669204,2.757134822,0,0,2.443792915,4.427793952,0,0,2.269945399,6.369513278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92736094,581.417901
1456,1842,1746,1436,0.052117264,47823.53176,111848.6531,111848.6531,0,3853.394178,14.98622257,5.182545796,2.346917082,4.995685923,2.165085925,1.761782903,36.6,2.091962094,4.532943383,0,0,0,9,5.395833333,1.639227248,45.94736842,18.3014917,37.78947368,17.59060439,1.207817973,1.597165343,0,0,2.321370251,4.056274675,0,0,1.726201485,5.182427888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.110743587,585.5831962
1457,1824,1732,1426,0.050438596,47146.78144,110641.5394,110641.5394,0,4069.417229,15,5.028508531,2.146691988,4.995685923,2.140442255,1.757320735,36.6,2.231040148,5.082562439,0,0,0,9,4.932291667,1.531134845,45.57894737,17.23617918,37.52631579,16.89711411,1.238387801,1.667133868,0,0,2.297521321,4.079763686,0,0,2.126489361,6.345384506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.125084288,585.7155453
1458,1752,1660,1358,0.052511416,46452.00407,107521.0406,107521.0406,0,3750.321004,15,5.020052908,2.175477429,4.997905339,2.131639316,1.764958919,36.6,2.140594181,4.724650363,0,0,0,9,4.765625,1.578589041,43.68421053,17.29634166,35.73684211,16.93436899,1.279301794,1.460104845,0,0,2.333378489,4.066174729,0,0,1.850866906,5.557146675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.845158062,586.9548372
1459,1828,1738,1437,0.049234136,47458.94389,110691.8494,110691.8494,0,4243.244571,15,5.059632869,2.194804593,4.997145904,2.144285083,1.752632704,36.6,2.321249766,4.863486551,0,0,0,10,5.098958333,1.786989717,45.73684211,17.74480533,37.81578947,17.07854188,1.457847289,1.893901112,0,0,2.378079327,4.024991181,0,0,2.226644285,6.003854436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.110486167,584.7277854
1460,1820,1712,1406,0.059340659,46039.35806,109871.5538,109871.5538,0,4306.79959,15,5.138602859,2.27160581,4.996583815,2.072910236,1.762803505,36.6,2.366373401,5.189369263,0,0,0,9,5.177083333,1.773619132,45.05263158,17.32042811,37,16.97521413,1.446368306,2.020654745,0,0,2.332462861,3.941074815,0,0,2.419880968,6.701418183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86215502,584.3747433
1461,1872,1767,1463,0.056089744,45340.78985,112208.7262,112208.7262,0,4692.48152,15,5.213912266,2.355403897,4.995489685,2.17223733,1.737694,36.6,2.506667478,5.361235452,0,0,0,10,5.088541667,1.731291052,46.5,17.85872925,38.5,17.36261865,1.574669278,2.253173975,0,0,2.625488696,4.258323572,0,0,2.31655353,6.757170575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.170301623,581.0857506
1462,1766,1679,1373,0.049263873,46694.7416,108381.7275,108381.7275,0,3639.572193,15,5.05598992,2.182918869,4.998719718,2.133128493,1.748587429,36.6,2.060912906,4.502048865,0,0,0,10,4.75,1.673942452,44.18421053,17.38701158,36.13157895,16.9475523,1.22409667,1.570493408,0,0,2.224852837,3.970416258,0,0,1.802198942,5.22180491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.871665407,586.1704887
1463,1878,1764,1461,0.060702875,45328.64555,112450.7419,112450.7419,0,4873.940056,15,5.11516013,2.29524071,4.998583402,2.103324631,1.767746782,36.6,2.595282245,5.482829013,0,0,0,9,4.895833333,1.571087513,46.42105263,17.42296062,38.44736842,16.8658755,1.689981773,2.957914135,0,0,2.873737738,5.115838138,0,0,2.136164514,6.011321087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.016981227,582.8316139
1464,1762,1661,1361,0.057321226,44750.8634,106907.9138,106907.9138,0,3807.156747,15,5.080399499,2.250829913,4.993259978,2.108074315,1.774218517,36.6,2.1607019,4.789013424,0,0,0,10,4.739583333,1.809953911,43.71052632,17.22591056,35.81578947,16.59241308,1.393002074,1.826322792,0,0,2.185708244,3.823653368,0,0,2.118948882,6.067475966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.925660938,582.0952884
1465,1779,1684,1381,0.053400787,43682.86355,107767.1925,107767.1925,0,4466.638336,14.98786225,5.114538361,2.227399431,4.999671393,2.116237633,1.759234042,36.6,2.510757918,5.184703395,0,0,0,10,4.770833333,1.791060944,44.31578947,16.47822369,36.34210526,16.06446932,1.701258189,2.867026481,0,0,2.65979519,4.635444685,0,0,2.262883053,5.979430901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.075365437,583.3899186
1466,1759,1673,1369,0.048891416,45495.62726,108005.2294,108005.2294,0,3646.464369,15,5.085156164,2.221939932,4.995685923,2.146747267,1.754260573,36.6,2.073032614,4.534171622,0,0,0,9,4.90625,1.823333286,44.02631579,17.501108,36.02631579,16.69460493,1.260727677,1.687937602,0,0,2.27023037,3.917134848,0,0,1.756347626,5.363814191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.858494148,585.8460048
1467,1747,1659,1355,0.050372066,46317.42482,107209.8788,107209.8788,0,3571.899809,15,5.071178458,2.215746256,4.997383177,2.078567484,1.724897243,36.6,2.044590618,4.396659641,0,0,0,10,4.822916667,1.811392142,43.65789474,17.02363112,35.65789474,16.30188287,1.207234113,1.779883558,0,0,2.341345704,4.313947566,0,0,1.531297054,4.490101931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08137579,581.3699055
1468,1856,1743,1440,0.060883621,45987.50095,111390.4763,111390.4763,0,4397.310195,15,5.179342739,2.315017771,4.995685923,2.133822454,1.744257068,36.6,2.369240407,5.050054251,0,0,0,10,5.223958333,1.858776748,45.86842105,17.24310854,37.89473684,16.79565964,1.372373116,2.25383597,0,0,2.387206378,3.946133098,0,0,2.339089722,6.493692649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33593169,578.1272888
1469,1826,1726,1422,0.054764513,46011.40577,110403.2081,110403.2081,0,4396.286785,15,4.967284957,2.08057625,4.994966187,2.098788924,1.747449262,36.6,2.40760503,5.413388469,0,0,0,9,4.890625,1.68433828,45.42105263,16.19556726,37.42105263,15.62661626,1.930050316,3.164027625,0,0,2.525979663,4.614527904,0,0,2.217631474,6.488644112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.872199222,580.9414568
1470,1858,1738,1431,0.064585576,47228.89616,111955.8956,111955.8956,0,3961.126993,15,5.214226558,2.334579845,4.995685923,2.119711146,1.769144984,36.6,2.131930566,4.73072926,0,0,0,9,5.046875,1.955997887,45.73684211,17.19498735,37.65789474,16.61210135,1.171413007,1.217283004,0,0,2.281306222,4.160340589,0,0,1.903700824,5.481068606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.037221293,583.5307652
1471,1844,1758,1454,0.046637744,47400.55364,111761.2631,111761.2631,0,3994.732523,15,5.078285855,2.205998651,4.995685923,2.11508623,1.776878427,36.6,2.166340847,4.532727489,0,0,0,9,4.890625,1.696662049,46.26315789,16.9281519,38.26315789,16.5046791,1.27786091,1.770974521,0,0,2.435442898,4.01397484,0,0,1.691478609,5.293013331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.114327447,581.5636649
1472,1725,1639,1339,0.049855072,44961.62943,105968.3887,105968.3887,0,3840.50419,15,5.106618844,2.267056088,4.99907093,2.123898763,1.773491096,36.6,2.226379241,4.858673035,0,0,0,9,4.854166667,1.648731625,43.13157895,16.66886643,35.23684211,16.17248184,1.08537074,1.345477479,0,0,2.420894626,4.47822775,0,0,1.888292976,5.440649344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.966298555,582.3878964
1473,1818,1734,1429,0.04620462,47198.16841,110815.6575,110815.6575,0,4021.027156,15,4.933331632,2.017038113,4.995495118,2.119886178,1.750993005,36.6,2.211786114,4.699042627,0,0,0,9,4.859375,1.559919745,45.63157895,16.73386269,37.60526316,16.30876334,1.246013781,1.415029918,0,0,2.523047627,4.264912132,0,0,1.715810209,5.280297025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.789276743,582.1097673
1474,1878,1778,1480,0.053248136,47773.454,112491.4819,112491.4819,0,4228.199193,15,5.0567356,2.132301775,4.997416936,2.141543104,1.770176529,36.6,2.25143727,4.905338758,0,0,0,9,5.020833333,1.713787027,46.78947368,17.11594808,38.94736842,16.51147507,1.448227747,2.740287906,0,0,2.384863039,4.120626378,0,0,2.024843507,6.000774587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.041379832,578.9919329
1475,1702,1623,1324,0.046415981,43920.95326,104894.6438,104894.6438,0,3793.517347,15,4.987669637,2.144269453,4.996192607,2.058070841,1.742306047,36.6,2.228858606,4.89115076,0,0,0,9,4.817708333,1.598534146,42.71052632,17.28691001,34.84210526,16.93878501,1.244851887,1.484757686,0,0,2.234901625,4.00757689,0,0,2.219053831,6.056432417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769598155,585.3439703
1476,1749,1668,1362,0.046312178,44780.01363,108327.2944,108327.2944,0,3695.79547,15,5.052220211,2.139751142,4.9953977,2.111277776,1.771304223,36.6,2.113090606,4.739862444,0,0,0,9,4.838541667,1.707817186,43.89473684,16.23477339,35.84210526,15.76893401,1.443447732,2.804609362,0,0,2.241371729,4.037271407,0,0,1.896196831,5.72869588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.950350887,579.0084627
1477,1815,1715,1409,0.055096419,46296.54666,109953.33,109953.33,0,3934.235081,15,5.138910062,2.249774442,4.996958321,2.163782079,1.766205018,36.6,2.167622634,4.829888075,0,0,0,10,5.114583333,1.722218722,45.13157895,18.13715444,37.07894737,17.6088817,1.279349643,1.957404709,0,0,2.409805759,4.184695452,0,0,1.790703828,5.669775291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.034134413,575.1012948
1478,1841,1745,1440,0.052145573,46790.37562,111654.39,111654.39,0,4481.767164,15,4.973370353,2.080726424,4.995685923,2.069505022,1.766732413,36.6,2.434419969,5.19040872,0,0,0,10,5.104166667,1.91474088,45.92105263,17.4331529,37.89473684,16.88940726,1.421362086,1.742588591,0,0,2.581581923,4.273641449,0,0,2.20266562,6.365236238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.973622988,571.2889291
