episode,total_demand,served,charged,rejection,total_rewards,total_profits,total_revenues,total_subsidies,total_envies,max_wait,mean_wait,std_wait,max_detour,mean_detour,std_detour,max_envy,mean_envy,std_envy,max_subsidy,mean_subsidy,std_subsidy,max_queue,mean_queue,std_queue,avg_station_serve,std_station_serve,avg_station_charge,std_station_charge,avg_cls_envy,std_cls_envy,avg_cls_subsidy,std_cls_subsidy,avg_centre_envy,std_centre_envy,avg_centre_subsidy,std_centre_subsidy,avg_suburb_envy,std_suburb_envy,avg_suburb_subsidy,std_suburb_subsidy,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14,cluster_15,cluster_16,cluster_17,cluster_18,cluster_19,cluster_20,cluster_21,cluster_22,cluster_23,cluster_24,cluster_25,cluster_26,cluster_27,cluster_28,cluster_29,cluster_30,cluster_31,cluster_32,cluster_33,cluster_34,cluster_35,cluster_36,cluster_37,cluster_38,cluster_39,cluster_40,cluster_41,cluster_42,cluster_43,cluster_44,cluster_45,cluster_46,cluster_47,cluster_48,run_time,loss
587,1811,1713,1409,0.054113749,45491.77218,109052.8125,109052.8125,0,4411.315323,15,5.195087428,2.301551006,4.998547735,2.098231887,1.77454944,36.6,2.435845016,5.262984398,0,0,0,10,5.348958333,1.635574236,45.07894737,23.15779007,37.07894737,22.60808144,1.747061661,3.107366818,0,0,2.50375732,4.527927212,0,0,2.325770079,6.27251139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.734352305,665.2604376
588,1897,1819,1511,0.041117554,48107.17125,114695.7487,114695.7487,0,3970.547096,15,5.118196716,2.195063778,4.99297054,2.147927488,1.774596582,36.6,2.093066471,4.504395926,0,0,0,10,5.401041667,1.82305803,47.86842105,22.32908306,39.76315789,21.81674177,1.217259384,1.427071107,0,0,2.467974209,4.492393867,0,0,1.471895807,4.455306501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74142991,673.7846457
589,1840,1732,1423,0.058695652,44619.02855,110542.5825,110542.5825,0,4464.669841,15,5.16664052,2.340734309,4.994480538,2.063446346,1.773592974,36.6,2.426451,5.173900839,0,0,0,9,5.229166667,1.740923885,45.57894737,23.19327441,37.44736842,22.73265373,1.796927886,2.998350833,0,0,2.45875737,4.158436098,0,0,2.377103908,6.421881109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.579326488,669.6473338
590,1853,1775,1468,0.042093902,45675.91489,112560.1481,112560.1481,0,4590.748141,15,5.227157763,2.332797255,4.997940729,2.192503132,1.758350592,36.6,2.477467966,5.199274663,0,0,0,9,4.963541667,1.608481413,46.71052632,22.43107325,38.63157895,21.82757919,1.382517159,1.663565382,0,0,2.62904369,4.288573448,0,0,2.225495102,6.42608132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.994639175,669.7296232
591,1782,1704,1399,0.043771044,45496.0566,108774.4837,108774.4837,0,3637.840033,15,5.108209879,2.23329184,4.999057533,2.089073917,1.7529813,36.6,2.041436607,4.591043847,0,0,0,10,4.932291667,1.692692308,44.84210526,21.70802218,36.81578947,20.92449492,1.243193717,1.82284783,0,0,2.223625299,3.940872836,0,0,1.736147447,5.497652064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73966203,667.5626586
592,1779,1702,1404,0.043282743,45202.5725,108366.1725,108366.1725,0,4123.260576,15,5.075371064,2.264277922,4.99810971,2.112169407,1.766238697,36.6,2.317740627,5.037644097,0,0,0,10,5.328125,1.898914335,44.78947368,22.82791216,36.94736842,22.11447177,1.489971452,2.896390413,0,0,2.414240601,4.04087462,0,0,2.170386264,6.257790017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.736985907,661.9082365
593,1822,1712,1410,0.060373216,46461.23391,109403.5294,109403.5294,0,4045.58999,15,5.287487776,2.423874611,4.995685923,2.043962522,1.760505993,36.6,2.22041163,4.955317455,0,0,0,9,5.041666667,1.600238697,45.05263158,21.81374189,37.10526316,20.89924385,1.189790151,1.3813347,0,0,2.427889261,4.20124724,0,0,1.887082046,5.955489146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.809283702,664.4324624
594,1846,1763,1461,0.04496208,48301.25449,111384.2213,111384.2213,0,3706.828842,14.97491162,5.136109909,2.261933994,4.995685923,2.187293378,1.755150747,36.6,2.008032959,4.351107314,0,0,0,10,5.364583333,1.890876074,46.39473684,21.45685938,38.44736842,20.83228437,1.126110633,1.196615026,0,0,2.246785587,4.274050598,0,0,1.614450792,4.447346555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86134668,664.1818047
595,1816,1736,1433,0.044052863,45414.47141,110274.1875,110274.1875,0,4171.858738,14.99581458,5.173847003,2.287749763,4.999811929,2.165916971,1.755103355,36.6,2.297279041,4.811774595,0,0,0,9,5.213541667,1.817514316,45.68421053,23.04355745,37.71052632,22.35115433,1.118675936,1.390504566,0,0,2.746186682,4.702210841,0,0,1.578255053,4.897245828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.788941437,663.4629164
596,1791,1692,1386,0.055276382,44647.46673,108670.7438,108670.7438,0,3829.937563,15,5.106309934,2.198967579,4.995685923,2.081861079,1.735910236,36.6,2.138435267,4.807763239,0,0,0,9,4.911458333,1.830719906,44.52631579,22.95044644,36.47368421,22.23290217,1.353069411,2.140767246,0,0,2.335320965,4.273738165,0,0,1.835147512,5.516662829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.883588388,651.6310778
597,1831,1756,1452,0.040961223,46000.91913,111240.0713,111240.0713,0,4303.934472,15,5.163287465,2.262322196,4.999897119,2.120557644,1.757672981,36.6,2.350592284,4.932058604,0,0,0,10,5.057291667,1.920787859,46.21052632,23.09722915,38.21052632,22.44895718,1.332553492,1.739833369,0,0,2.753100339,4.726888104,0,0,1.733747297,5.170437964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78077575,661.9171937
598,1786,1704,1401,0.045912654,44333.61549,108444.4594,108444.4594,0,4217.46124,15,5.183536979,2.284366264,4.998458599,2.082463828,1.746091091,36.6,2.36140047,5.445333068,0,0,0,9,4.963541667,1.67510073,44.84210526,22.50558564,36.86842105,21.91030886,1.489832826,2.649135345,0,0,2.396095582,4.198691241,0,0,2.301779799,7.092668441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.707201693,665.1996632
599,1813,1726,1423,0.047986762,45363.52287,109755.9788,109755.9788,0,4161.151683,15,5.151448518,2.304370968,4.992051722,2.203326949,1.764610608,36.6,2.295174673,4.979004165,0,0,0,9,5.255208333,1.942526801,45.42105263,21.7420664,37.44736842,21.16314742,1.366649211,2.399016257,0,0,2.522268643,4.398646722,0,0,1.906840591,5.818767754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78220264,656.0598176
600,1883,1807,1502,0.040361126,46456.37479,113872.7569,113872.7569,0,4290.540536,15,5.220893256,2.3530567,4.99607782,2.096607262,1.756871619,36.6,2.278566402,4.720600685,0,0,0,10,5.484375,1.805594785,47.55263158,24.57715817,39.52631579,23.8644603,1.494228216,2.280297748,0,0,2.565978478,4.423228185,0,0,1.795042668,5.146434153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.783095807,658.7148816
601,1904,1789,1484,0.06039916,45854.55504,113435.2106,113435.2106,0,4352.570407,15,5.13620372,2.281326289,4.995685923,2.138916385,1.773859828,36.6,2.286013869,5.103862735,0,0,0,10,5.578125,1.777797275,47.07894737,23.48726596,39.05263158,22.94380706,1.271292038,1.68219682,0,0,2.278175631,4.136614338,0,0,2.297709669,6.275806632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.609951152,659.5240602
602,1906,1821,1516,0.044596013,46539.45083,114749.475,114749.475,0,4800.950498,15,5.335401088,2.463728234,4.995685923,2.189950615,1.751576951,36.6,2.518861751,5.245984969,0,0,0,9,5.166666667,1.774628287,47.92105263,22.28922513,39.89473684,21.41542665,1.696562877,2.012908695,0,0,2.633715199,4.54379216,0,0,2.31963963,6.275492631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.077576663,659.6493654
603,1787,1717,1413,0.039171796,46175.06304,109976.0869,109976.0869,0,3675.229388,15,5.09553021,2.218806188,4.99986356,2.026867898,1.744862791,36.6,2.056647671,4.466809393,0,0,0,10,4.901041667,1.891758154,45.18421053,21.41673628,37.18421053,20.6000195,1.12521156,1.12264427,0,0,2.31983183,4.17687535,0,0,1.618922601,4.879927938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.078457872,656.0778764
604,1736,1676,1378,0.034562212,44287.48693,106843.3012,106843.3012,0,3779.772918,15,5.112173299,2.257807109,4.99961077,2.108958906,1.744780952,36.6,2.177288547,4.891054547,0,0,0,8,4.869791667,1.439301031,44.10526316,20.92063886,36.26315789,20.07182394,1.269713841,1.479178933,0,0,2.524650233,4.907619962,0,0,1.59692733,4.807577602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.455049902,654.6814521
605,1844,1741,1434,0.055856833,45875.65363,111132.0675,111132.0675,0,4210.978172,15,5.194063926,2.352465574,4.998494136,2.109421037,1.747831843,36.6,2.283610723,5.126261701,0,0,0,9,5.15625,1.77264001,45.81578947,22.58883663,37.73684211,21.97329026,1.382335869,1.644096131,0,0,2.541713625,4.733209264,0,0,1.86373392,5.683144928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.759498083,651.2257296
606,1868,1779,1473,0.04764454,45481.77868,112486.7363,112486.7363,0,4513.865775,15,5.249680524,2.378007992,4.997940729,2.185400933,1.767232105,36.6,2.416416368,5.186216387,0,0,0,10,5.520833333,1.749875988,46.81578947,22.38285912,38.76315789,21.86012256,1.518081405,2.49454171,0,0,2.744156362,4.952870791,0,0,1.892670536,5.498338806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.931673062,650.6532653
607,1862,1776,1473,0.046186896,46775.36106,112399.6387,112399.6387,0,4388.470888,15,5.274007368,2.411977149,4.997654381,2.105317455,1.757074615,36.6,2.356858694,5.069346725,0,0,0,10,5.494791667,1.992165373,46.73684211,21.73002314,38.76315789,20.92396537,1.43426715,2.219964923,0,0,2.541678047,4.715363891,0,0,2.04935525,5.595504835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.799848942,653.3473854
608,1824,1742,1446,0.04495614,45604.86798,109792.7119,109792.7119,0,4074.757252,15,5.168211989,2.302015649,4.998637571,2.156557533,1.736129215,36.6,2.233967792,4.537629496,0,0,0,9,5.359375,1.741352332,45.84210526,21.55229419,38.05263158,20.55409726,1.125659507,1.31772147,0,0,2.538241558,4.171410894,0,0,1.699880002,5.073525134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89302687,653.0064964
609,1836,1742,1440,0.051198257,45992.82607,110476.4156,110476.4156,0,4046.285686,15,5.020587398,2.137945511,4.998718235,2.143448314,1.74993627,36.6,2.203859306,4.771527343,0,0,0,10,4.953125,1.765671091,45.84210526,20.89639394,37.89473684,19.91797585,1.207865802,1.418472416,0,0,2.521015754,4.495482206,0,0,1.673418609,5.157159013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.758177217,647.8555822
610,1855,1760,1464,0.051212938,45509.74421,110933.19,110933.19,0,4086.902828,15,5.132821728,2.240487303,4.988953035,2.12206204,1.740720331,36.6,2.203182118,4.725572314,0,0,0,10,5.296875,1.882039736,46.31578947,23.00469662,38.52631579,22.03912411,1.237609767,1.610707723,0,0,2.472416478,4.210192308,0,0,1.782596397,5.40695097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95213982,653.4770406
611,1853,1751,1445,0.055045872,46448.91993,111285.8025,111285.8025,0,3890.794393,14.99320615,5.184795531,2.286814827,4.995675051,2.094543149,1.769568776,36.6,2.099727142,4.680027955,0,0,0,9,5.307291667,1.745335736,46.07894737,22.28332109,38.02631579,21.690996,1.319477121,1.636004072,0,0,2.405633014,4.387259598,0,0,1.597011642,5.085141162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.838441312,654.2008753
612,1828,1722,1422,0.057986871,44060.03236,109767.9956,109767.9956,0,4324.456212,15,5.272688456,2.433016356,4.997647207,2.128478185,1.767539092,36.6,2.365676265,5.108090293,0,0,0,10,5.338541667,1.754450875,45.31578947,21.17235693,37.42105263,20.47801334,1.348461049,1.766630445,0,0,2.456290371,4.166529355,0,0,2.230311399,6.253584196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.064280223,647.2051185
613,1861,1770,1467,0.048898442,45711.43885,111744.6094,111744.6094,0,4469.136891,15,5.07616689,2.228537871,4.991293827,2.175578952,1.771499738,36.6,2.401470656,5.464015042,0,0,0,10,5.166666667,1.693533453,46.57894737,21.07209626,38.60526316,20.4431683,1.735990621,2.209017347,0,0,2.364808497,4.365329526,0,0,2.463120137,6.928861937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71234901,646.2906726
614,1832,1757,1451,0.040938865,44534.03873,111648.5475,111648.5475,0,4299.183269,15,5.254361932,2.399598941,4.996978342,2.141994219,1.748471666,36.6,2.346715758,5.05108601,0,0,0,10,5.291666667,1.810942818,46.23684211,21.07684463,38.18421053,20.24306933,1.467664744,2.565640456,0,0,2.576412084,4.540978133,0,0,1.952999241,5.801289935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.970387207,645.9736296
615,1861,1749,1448,0.060182697,43047.54321,110745.9094,110745.9094,0,4816.668946,15,5.101869299,2.252700136,4.99971314,2.103602099,1.744905756,36.6,2.588215446,5.763548874,0,0,0,9,5.041666667,1.743539663,46.02631579,20.91900023,38.10526316,20.27286165,1.718784555,2.437782741,0,0,2.486198744,4.415249224,0,0,2.740693493,7.327496716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71851329,651.2327283
616,1821,1719,1414,0.05601318,43486.28034,109614.0244,109614.0244,0,4568.125022,15,5.111192229,2.240712508,4.995685923,2.121808038,1.75106368,36.6,2.508580463,5.746538436,0,0,0,9,5.302083333,1.762572644,45.23684211,20.69507214,37.21052632,19.86554528,1.86734061,3.382052955,0,0,2.340116198,4.059154504,0,0,2.774639464,7.683649937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.936587182,657.1039397
617,1870,1799,1505,0.037967914,45990.23929,112318.8544,112318.8544,0,4508.094891,14.97499463,5.23814661,2.370989465,4.997383177,2.127045799,1.791833493,36.6,2.410745931,5.0695462,0,0,0,10,5.489583333,2.010362694,47.34210526,21.55565174,39.60526316,20.41482881,1.454286534,1.764241626,0,0,2.561850545,4.426571943,0,0,2.145700872,6.024932212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.975811385,649.2309405
618,1906,1814,1511,0.048268625,46346.09122,113857.4869,113857.4869,0,4758.909743,15,5.197473426,2.288034753,4.99959317,2.209727633,1.762756735,36.6,2.496804692,5.177202631,0,0,0,10,5.447916667,1.839212873,47.73684211,20.43047802,39.76315789,19.74633105,1.550137909,2.361860935,0,0,2.741432159,4.671143561,0,0,2.075346513,5.925297684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.837379862,646.1147025
619,1777,1676,1380,0.056837366,43145.96809,106991.91,106991.91,0,4063.589964,14.9531623,5.04020179,2.12901033,4.997940729,2.143612974,1.749007565,36.6,2.286769816,5.099393727,0,0,0,10,5.234375,2.018731456,44.10526316,20.85638798,36.31578947,20.0671311,1.549473141,3.070918358,0,0,2.430302151,4.2511361,0,0,2.079949186,6.11231157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694069682,644.4093677
620,1881,1787,1483,0.049973418,47846.4582,112864.3669,112864.3669,0,3861.359548,15,5.097350763,2.177106223,4.993704964,2.050220184,1.735021128,36.6,2.052822726,4.459853916,0,0,0,10,5.151041667,1.880020766,47.02631579,21.05817361,39.02631579,20.18400467,1.180964489,1.109814507,0,0,2.246172202,4.179297021,0,0,1.722122686,4.884931346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.728728133,653.1801513
621,1858,1775,1471,0.04467169,46775.03547,112496.7431,112496.7431,0,3863.837457,15,5.216114282,2.30371149,4.99857859,2.11469821,1.746148627,36.6,2.079568061,4.229174934,0,0,0,10,5.40625,1.901633755,46.71052632,20.06818364,38.71052632,19.16535786,1.246171384,1.541600013,0,0,2.362078506,3.871356544,0,0,1.567971989,4.767448548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.870429667,642.6789087
622,1884,1791,1495,0.049363057,45826.31746,112444.425,112444.425,0,4327.697856,15,5.171509796,2.301340733,4.999633126,2.147376468,1.776801307,36.6,2.297079541,5.265622695,0,0,0,9,5.161458333,1.707817186,47.13157895,21.30872203,39.34210526,20.21890246,1.585399723,1.854930112,0,0,2.399957851,4.479535411,0,0,2.128497438,6.34302867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.733614862,642.3831787
623,1801,1716,1412,0.047196002,43148.04114,109740.4106,109740.4106,0,4288.500327,15,5.087036016,2.167670885,4.998402609,2.126673364,1.756613816,36.6,2.381177306,5.632682409,0,0,0,9,5.046875,1.662356079,45.15789474,20.68628622,37.15789474,19.87000691,1.607373623,2.297720102,0,0,2.432276677,4.899107256,0,0,2.298706331,6.647188609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.719781998,646.3818007
624,1753,1685,1384,0.038790645,45413.81991,107358.5606,107358.5606,0,3413.61776,14.79477043,4.951306948,2.029291719,4.998221136,2.017792837,1.733987205,36.6,1.947300491,4.602956124,0,0,0,9,4.869791667,1.767390956,44.34210526,18.98652752,36.42105263,18.19865753,1.119617578,1.711409993,0,0,2.044991636,4.044691599,0,0,1.788625501,5.384039789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.361168338,650.4644464
625,1861,1765,1462,0.051585169,45588.43171,111239.1244,111239.1244,0,4281.289101,15,5.122287605,2.213485434,4.996626567,2.088593467,1.759052662,36.6,2.300531489,4.977376694,0,0,0,10,5.067708333,1.88486266,46.44736842,20.48966025,38.47368421,19.59153529,1.160273019,1.497539022,0,0,2.617518746,4.665943767,0,0,1.727755118,5.44897474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.832231275,657.0374031
626,1846,1726,1429,0.065005417,43870.81931,109544.3212,109544.3212,0,4069.21427,15,5.152859383,2.267269188,4.999014483,2.083101649,1.773362808,36.6,2.204341425,5.059051919,0,0,0,10,5.114583333,1.787513355,45.42105263,21.08333288,37.60526316,20.2907024,1.384642529,1.996843203,0,0,2.379855493,4.586541941,0,0,1.939639501,5.687802211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.741741608,643.3928789
627,1787,1727,1421,0.033575825,45849.4652,110455.2675,110455.2675,0,3628.029735,15,5.031888474,2.185923482,4.995685923,2.156223406,1.768393486,36.6,2.030234882,4.677954297,0,0,0,10,5.3125,1.940857306,45.44736842,20.04822786,37.39473684,19.22517466,1.327471936,1.558699751,0,0,2.18594857,4.196297988,0,0,1.773099372,5.36986649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.558689352,646.8099763
628,1740,1661,1352,0.045402299,43349.28405,107629.9163,107629.9163,0,3671.881275,15,4.923010936,2.056165405,4.999178707,2.022226902,1.761747094,36.6,2.110276595,4.841422586,0,0,0,9,4.802083333,1.860330345,43.71052632,19.6708546,35.57894737,18.95789181,1.39744091,1.918116263,0,0,2.214862652,3.882629172,0,0,1.944059468,6.057065428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.587770552,650.2343582
629,1785,1711,1411,0.041456583,44001.34387,108984.24,108984.24,0,4098.300155,15,5.063594536,2.161478357,4.995685923,2.103693227,1.762847795,36.6,2.295966473,5.036735831,0,0,0,9,5.364583333,1.874276481,45.02631579,19.66360095,37.13157895,18.67755627,1.407368129,1.885650074,0,0,2.621130181,4.946412191,0,0,1.770078541,5.136097195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.885554017,650.1726151
630,1838,1739,1432,0.053862894,43417.08918,111311.6119,111311.6119,0,4649.311053,15,5.270597552,2.389217973,4.995544085,2.083340834,1.748784543,36.6,2.529548995,5.60700021,0,0,0,10,5.28125,1.924096785,45.76315789,21.20381571,37.68421053,20.53893,1.496369679,1.80881599,0,0,2.758063324,5.190605735,0,0,2.163990713,6.197879706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.062438627,654.14667
631,1825,1739,1436,0.047123288,45336.57241,110118.6562,110118.6562,0,3975.535569,15,5.045315325,2.148238569,4.996478937,2.103707506,1.748167571,36.6,2.178375654,4.853046891,0,0,0,10,5.270833333,1.898349978,45.76315789,18.88947662,37.78947368,18.1864002,1.477950334,3.159019909,0,0,2.351318222,4.224451121,0,0,1.889885201,5.739112772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69166344,655.2515602
